school_id,year,short_name,school_type,primary_category,address,city,state,zip,phone,website,progress_report_year,student_growth_rating,student_attainment_rating,growth_reading_grades_tested_pct_es,growth_math_grades_tested_pct_es,attainment_reading_pct_es,attainment_math_pct_es,culture_climate_rating,school_survey_involved_families,school_survey_supportive_environment,school_survey_ambitious_instruction,school_survey_effective_leaders,school_survey_collaborative_teachers,school_survey_safety,suspensions_per_100_students_avg_pct,student_attendance_avg_pct,mobility_rate_pct,one_year_dropout_rate_year_1_pct,freshmen_on_track_school_pct_year_1,college_enrollment_school_pct_year_1,college_persistence_school_pct_year_2,teacher_attendance_avg_pct,school_latitude,school_longitude
400153,2017-18,ACERO - BRIGHTON PARK,Charter,ES, , , , ,3124555434,http://bp.aceroschools.org,2017,ABOVE AVERAGE,ABOVE AVERAGE,82,80,75,65,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,5.8,92.8,4.9,NULL,NULL,NULL,NULL,NULL, , 
400153,2018-19,ACERO - BRIGHTON PARK,Charter,ES,4420 S FAIRFIELD AVE,Chicago,Illinois,60632,3124555434,http://bp.aceroschools.org,2018,ABOVE AVERAGE,ABOVE AVERAGE,54,73,70,69,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NULL,93.3,3,NULL,NULL,NULL,NULL,NULL,41.813109,-87.693238
400156,2015-16,NOBLE - BUTLER HS,Charter,HS,821 E 103RD ST,Chicago,Illinois,60628,3128351863, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.706667,-87.602573
400156,2016-17,NOBLE - BUTLER HS,Charter,HS,821 E 103RD ST,Chicago,Illinois,60628,7735355490,http://butlercollegeprep.noblenetwork.org,2016,FAR ABOVE AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,NULL,9.5,83.4,NULL,NULL,NULL,41.706667,-87.602573
400156,2017-18,NOBLE - BUTLER HS,Charter,HS, , , , ,7735355490,http://butlercollegeprep.noblenetwork.org,2017,AVERAGE,BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,12.2,1.2,89.7,NULL,NULL,NULL, , 
400156,2018-19,NOBLE - BUTLER HS,Charter,HS,821 E 103RD ST,Chicago,Illinois,60628,7735355490,https://nobleschools.org/butler,2018,ABOVE AVERAGE,BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,WEAK,WEAK,NULL,93.3,5.5,0.6,80.5,NULL,NULL,NULL,41.706667,-87.602573
400157,2015-16,NOBLE - BAKER HS,Charter,HS,2710 E 89TH ST,Chicago,Illinois,60617,7735356340, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,VERY WEAK,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.734622,-87.556201
400157,2016-17,NOBLE - BAKER HS,Charter,HS,2710 E 89TH ST,Chicago,Illinois,60617,7735356460,http://bakercollegeprep.noblenetwork.org/,2016,FAR ABOVE AVERAGE,AVERAGE,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,8.1,93.4,NULL,6.5,73,NULL,NULL,NULL,41.734622,-87.556201
400157,2017-18,NOBLE - BAKER HS,Charter,HS, , , , ,7735356460,http://bakercollegeprep.noblenetwork.org/,2017,ABOVE AVERAGE,BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,5.8,92.8,17.5,3.6,75.9,NULL,NULL,NULL, , 
400157,2018-19,NOBLE - BAKER HS,Charter,HS,2710 E 89TH ST,Chicago,Illinois,60617,7735356460,https://nobleschools.org/baker,2018,ABOVE AVERAGE,BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,WEAK,NULL,93.3,16.8,3.6,73.9,NULL,NULL,NULL,41.734622,-87.556201
400159,2015-16,CHRISTOPHER HOUSE,Charter,ES,5235 W BELDEN AVE,Chicago,Illinois,60639,7739227542, ,2015,NO DATA AVAILABLE,AVERAGE,NULL,NULL,50,57,PARTIALLY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,3.8,95.1,4.1,7.9,NULL,NULL,NULL,NULL,41.922181,-87.757522
400159,2016-17,CHRISTOPHER HOUSE,Charter,ES,5235 W BELDEN AVE,Chicago,Illinois,60639,7739227542,https://christopherhouse.org,2016,BELOW AVERAGE,AVERAGE,1,20,44,53,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,8.1,93.4,4.1,NULL,NULL,NULL,NULL,NULL,41.922181,-87.757522
400159,2017-18,CHRISTOPHER HOUSE,Charter,ES, , , , ,7739227542,https://christopherhouse.org,2017,FAR ABOVE AVERAGE,ABOVE AVERAGE,99,97,78,66,WELL ORGANIZED,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,5.8,92.8,7.3,NULL,NULL,NULL,NULL,NULL, , 
400159,2018-19,CHRISTOPHER HOUSE,Charter,ES,5235 W BELDEN AVE,Chicago,Illinois,60639,7739227542,https://christopherhouse.org,2018,AVERAGE,AVERAGE,30,75,54,60,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NULL,93.3,5.3,NULL,NULL,NULL,NULL,NULL,41.922181,-87.757522
400161,2015-16,CHICAGO COLLEGIATE,Charter,HS,11816 S INDIANA ,Chicago,Illinois,60628,7735369098, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,98,99,68,65,PARTIALLY ORGANIZED,WEAK,WEAK,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,20.8,88.8,15.2,7.9,NULL,NULL,NULL,NULL,41.679318,-87.617968
400161,2016-17,CHICAGO COLLEGIATE,Charter,HS,11816 S INDIANA,Chicago,Illinois,60628,7735369098,http://www.chicagocollegiate.org,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,99,48,79,42,ORGANIZED,NEUTRAL,WEAK,STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,15.2,NULL,NULL,NULL,NULL,NULL,41.679318,-87.617968
400161,2017-18,CHICAGO COLLEGIATE,Charter,HS, , , , ,7735369098,http://www.chicagocollegiate.org,2017,NO DATA AVAILABLE,NO DATA AVAILABLE,22,13,61,26,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,14.1,NULL,NULL,NULL,NULL,NULL, , 
400161,2018-19,CHICAGO COLLEGIATE,Charter,HS,11816 S INDIANA,Chicago,Illinois,60628,7735369098,https://chicagocollegiate.org,2018,BELOW AVERAGE,FAR BELOW EXPECTATIONS,34,22,44,18,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NULL,93.3,19.5,4.9,NULL,NULL,NULL,NULL,41.679318,-87.617968
400162,2015-16,INTRINSIC HS,Charter,HS,4540 W BELMONT AVE,Chicago,Illinois,60641,7088872735, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,65,48,72,77,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,20.8,88.8,10,7.9,NULL,NULL,NULL,NULL,41.938988,-87.741129
400162,2016-17,INTRINSIC HS,Charter,HS,4540 W BELMONT AVE,Chicago,Illinois,60641,7088872735,http://intrinsicschools.org,2016,ABOVE AVERAGE,AVERAGE,83,91,79,80,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,8.1,93.4,10,2.4,86.4,NULL,NULL,NULL,41.938988,-87.741129
400162,2017-18,INTRINSIC HS,Charter,HS, , , , ,7088872735,http://intrinsicschools.org,2017,ABOVE AVERAGE,MET EXPECTATIONS,54,81,67,69,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,5.8,92.8,5.1,3,93.7,NULL,NULL,NULL, , 
400162,2018-19,INTRINSIC HS,Charter,HS,4540 W BELMONT AVE,Chicago,Illinois,60641,7088872735,https://intrinsicschools.org,2018,ABOVE AVERAGE,MET EXPECTATIONS,64,78,69,67,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,NULL,93.3,3.3,0.5,98.4,NULL,NULL,NULL,41.938988,-87.741129
400163,2015-16,KIPP CHICAGO - BLOOM,Charter,ES,5515 S LOWE AVE,Chicago,Illinois,60621,7739388565, ,2015,ABOVE AVERAGE,AVERAGE,60,94,36,62,WELL ORGANIZED,VERY STRONG,WEAK,STRONG,VERY STRONG,VERY STRONG,WEAK,3.8,95.1,15.1,7.9,NULL,NULL,NULL,NULL,41.793556,-87.639967
400163,2016-17,KIPP - BLOOM,Charter,ES,5515 S LOWE AVE,Chicago,Illinois,60621,7739388565,http://www.kippchicago.org,2016,FAR ABOVE AVERAGE,AVERAGE,94,98,28,44,WELL ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,WEAK,8.1,93.4,15.1,NULL,NULL,NULL,NULL,NULL,41.793556,-87.639967
400163,2017-18,KIPP - BLOOM,Charter,ES, , , , ,7739388565,http://www.kippchicago.org,2017,AVERAGE,BELOW AVERAGE,64,23,33,27,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,VERY WEAK,5.8,92.8,18.6,NULL,NULL,NULL,NULL,NULL, , 
400163,2018-19,KIPP - BLOOM,Charter,ES,5515 S LOWE AVE,Chicago,Illinois,60621,7739388565,https://www.kippchicago.org,2018,ABOVE AVERAGE,AVERAGE,87,66,42,30,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,VERY WEAK,NULL,93.3,14.2,NULL,NULL,NULL,NULL,NULL,41.793556,-87.639967
400164,2015-16,INSTITUTO - LOZANO MASTERY HS,Charter,HS,2520 S WESTERN AVE,Chicago,Illinois,60608,7738900055, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,ORGANIZED,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.845957,-87.685903
400164,2016-17,INSTITUTO - LOZANO MASTERY HS,Charter,HS,2570 S BLUE ISLAND AVE,Chicago,Illinois,60608,7738900055,http://www.institutochicago.org,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NULL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,8.1,93.4,NULL,26.4,NULL,23.5,NULL,NULL,41.845957,-87.685903
400164,2017-18,INSTITUTO - LOZANO HS,Charter,HS, , , , ,7738908060,https://www.ijla.org,2017,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,5.8,92.8,65,35.8,NULL,18.2,NULL,NULL, , 
400164,2018-19,INSTITUTO - LOZANO HS,Charter,HS,2570 S BLUE ISLAND AVE,Chicago,Illinois,60608,7738908060,https://ijla.org,2018,NO DATA AVAILABLE,FAR BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,ORGANIZED,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,NULL,93.3,75.4,23.5,NULL,9.1,NULL,NULL,41.845957,-87.685903
400165,2015-16,LEARN - MIDDLE,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,7735844300, ,2015,AVERAGE,BELOW AVERAGE,82,37,32,20,MODERATELY ORGANIZED,NOT ENOUGH DATA,VERY WEAK,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY WEAK,3.8,95.1,NULL,7.9,NULL,NULL,NULL,NULL,41.887413,-87.702704
400165,2016-17,LEARN - MIDDLE,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,7735844300,http://www.learncharter.org,2016,ABOVE AVERAGE,AVERAGE,86,88,52,41,WELL ORGANIZED,STRONG,WEAK,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.887413,-87.702704
400165,2017-18,LEARN - MIDDLE,Charter,ES, , , , ,7735844300,http://www.learncharter.org,2017,BELOW AVERAGE,BELOW AVERAGE,11,32,27,29,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,5.8,92.8,10.3,NULL,NULL,NULL,NULL,NULL, , 
400165,2018-19,LEARN - MIDDLE,Charter,ES,3021 W CARROLL AVE,Chicago,Illinois,60612,7735844300,http://www.learncharter.org,2018,AVERAGE,AVERAGE,54,55,39,40,ORGANIZED,WEAK,WEAK,STRONG,STRONG,STRONG,VERY WEAK,NULL,93.3,9.7,NULL,NULL,NULL,NULL,NULL,41.887413,-87.702704
400167,2015-16,HORIZON - SOUTHWEST,Charter,ES,5401 S WESTERN AVE,Chicago,Illinois,60609,7734983355, ,2015,BELOW AVERAGE,BELOW AVERAGE,7,14,21,22,ORGANIZED,NEUTRAL,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,3.8,95.1,NULL,7.9,NULL,NULL,NULL,NULL,41.795201,-87.683963
400167,2016-17,HORIZON - SOUTHWEST,Charter,ES,5401 S WESTERN AVE,Chicago,Illinois,60609,7734983355,http://www.hsaswchicago.org,2016,AVERAGE,BELOW AVERAGE,70,37,35,26,ORGANIZED,STRONG,WEAK,NEUTRAL,NEUTRAL,STRONG,WEAK,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.795201,-87.683963
400167,2017-18,HORIZON - SOUTHWEST,Charter,ES, , , , ,7734983355,http://www.hsaswchicago.org,2017,BELOW AVERAGE,BELOW AVERAGE,34,37,34,28,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,5.8,92.8,8.9,11.9,94.3,NULL,NULL,NULL, , 
400167,2018-19,HORIZON - SOUTHWEST,Charter,ES,5401 S WESTERN AVE,Chicago,Illinois,60609,7734983355,http://www.hsaswchicago.org,2018,AVERAGE,BELOW AVERAGE,25,42,29,29,NOT YET ORGANIZED,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,NULL,93.3,4.8,3.7,92.2,NULL,NULL,NULL,41.795201,-87.683963
400168,2015-16,GREAT LAKES,Charter,ES,8401 S SAGINAW AVE,Chicago,Illinois,60617,7735303040, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,NOT ENOUGH DATA,3.8,95.1,NULL,7.9,NULL,NULL,NULL,NULL,41.742671,-87.559907
400168,2016-17,GREAT LAKES,Charter,ES,8401 S SAGINAW AVE,Chicago,Illinois,60617,7735303040,http://www.glachicago.org/,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.742671,-87.559907
400168,2017-18,GREAT LAKES,Charter,ES, , , , ,7735303040,http://www.glachicago.org/,2017,ABOVE AVERAGE,ABOVE AVERAGE,75,77,70,48,ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,5.8,92.8,11.1,NULL,NULL,NULL,NULL,NULL, , 
400168,2018-19,GREAT LAKES,Charter,ES,8401 S SAGINAW AVE,Chicago,Illinois,60617,7735303040,http://www.glachicago.org/,2018,ABOVE AVERAGE,ABOVE AVERAGE,81,43,78,53,MODERATELY ORGANIZED,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NULL,93.3,7.5,NULL,NULL,NULL,NULL,NULL,41.742671,-87.559907
400169,2015-16,NOBLE - ITW SPEER HS,Charter,HS,5321 W GRAND AVE,Chicago,Illinois,60639,7732786895, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.92563,-87.769808
400169,2016-17,NOBLE - ITW SPEER HS,Charter,HS,5321 W GRAND AVE,Chicago,Illinois,60639,7736227484,http://itwspeeracademy.noblenetwork.org/,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,8.1,93.4,NULL,1.8,88.3,NULL,NULL,NULL,41.92563,-87.769808
400169,2017-18,NOBLE - ITW SPEER HS,Charter,HS, , , , ,7736227484,http://itwspeeracademy.noblenetwork.org/,2017,FAR ABOVE AVERAGE,MET EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,VERY STRONG,STRONG,STRONG,STRONG,NEUTRAL,5.8,92.8,8.1,1.9,88.2,NULL,NULL,NULL, , 
400169,2018-19,NOBLE - ITW SPEER HS,Charter,HS,5321 W GRAND AVE,Chicago,Illinois,60639,7736227484,https://nobleschools.org/speer,2018,ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NULL,93.3,9.5,0.7,92.4,NULL,NULL,NULL,41.92563,-87.769808
400170,2015-16,NOBLE - ACADEMY HS,Charter,HS,1443 N OGDEN AVE,Chicago,Illinois,60610,7732786895, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,ORGANIZED,NOT ENOUGH DATA,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.906879,-87.645577
400170,2016-17,NOBLE - ACADEMY HS,Charter,HS,1443 N OGDEN AVE,Chicago,Illinois,60610,3125741527,http://thenobleacademy.noblenetwork.org,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,VERY STRONG,NEUTRAL,8.1,93.4,NULL,5.6,85.2,NULL,NULL,NULL,41.906879,-87.645577
400170,2017-18,NOBLE - ACADEMY HS,Charter,HS, , , , ,3125741527,http://thenobleacademy.noblenetwork.org,2017,FAR ABOVE AVERAGE,ABOVE EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,5.8,92.8,12.6,4.3,89.1,NULL,NULL,NULL, , 
400170,2018-19,NOBLE - ACADEMY HS,Charter,HS,1443 N OGDEN AVE,Chicago,Illinois,60610,3125741527,https://nobleschools.org/nobleacademy,2018,ABOVE AVERAGE,MET EXPECTATIONS,NULL,NULL,NULL,NULL,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,WEAK,NULL,93.3,8.2,1.3,91.6,NULL,NULL,NULL,41.906879,-87.645577
400171,2015-16,FOUNDATIONS,Charter,HS,1233 W 109TH PL,Chicago,Illinois,60643,7732985800, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,11,24,13,12,WELL ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,STRONG,STRONG,VERY WEAK,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.694671,-87.653535
400171,2016-17,FOUNDATIONS,Charter,HS,1233 W 109TH PL,Chicago,Illinois,60643,7732985800,http://www.foundationscollegeprep.org,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,48,75,22,23,ORGANIZED,WEAK,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,VERY WEAK,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.694671,-87.653535
400171,2017-18,FOUNDATIONS,Charter,HS, , , , ,7732985800,http://www.foundationscollegeprep.org,2017,AVERAGE,FAR BELOW EXPECTATIONS,64,11,43,17,MODERATELY ORGANIZED,STRONG,WEAK,STRONG,WEAK,NEUTRAL,VERY WEAK,5.8,92.8,20.7,NULL,NULL,NULL,NULL,NULL, , 
400171,2018-19,FOUNDATIONS,Charter,HS,1233 W 109TH PL,Chicago,Illinois,60643,7732985800,https://foundationscollegeprep.org,2018,AVERAGE,FAR BELOW EXPECTATIONS,34,12,27,6,WELL ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,STRONG,STRONG,VERY WEAK,NULL,93.3,21.1,12.5,95.3,NULL,NULL,NULL,41.694671,-87.653535
400172,2015-16,ASPIRA - BUSINESS & FINANCE HS,Charter,HS,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,7732520970, ,2015,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.935726,-87.718204
400172,2016-17,ASPIRA - BUSINESS & FINANCE HS,Charter,HS,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,7732520970,http://www.aspirail.org/ASPIRASchools,2016,NO DATA AVAILABLE,NO DATA AVAILABLE,NULL,NULL,NULL,NULL,ORGANIZED,WEAK,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,NULL,NULL,NULL,NULL,NULL,NULL,41.935726,-87.718204
400172,2017-18,ASPIRA - BUSINESS & FINANCE HS,Charter,HS, , , , ,7732520970,http://www.aspirail.org/ASPIRASchools,2017,AVERAGE,BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,NOT YET ORGANIZED,VERY WEAK,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,WEAK,5.8,92.8,5.6,0,93.5,NULL,NULL,NULL, , 
400172,2018-19,ASPIRA - BUSINESS & FINANCE HS,Charter,HS,2989 N MILWAUKEE AVE,Chicago,Illinois,60618,7732520970,https://abfhs.aspirail.org,2018,BELOW AVERAGE,FAR BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,NOT YET ORGANIZED,WEAK,NEUTRAL,NEUTRAL,VERY WEAK,WEAK,WEAK,NULL,93.3,11.3,3.6,86.6,NULL,NULL,NULL,41.935726,-87.718204
400173,2015-16,PATHWAYS - BRIGHTON PARK HS,Citywide-Option,HS,3124 W 47TH ST,Chicago,Illinois,60632,7735791220, ,2015,BELOW AVERAGE,BELOW AVERAGE,NULL,NULL,NULL,NULL,ORGANIZED,NEUTRAL,STRONG,WEAK,STRONG,VERY STRONG,NEUTRAL,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.808226,-87.702645
400173,2016-17,PATHWAYS - BRIGHTON PARK HS,Citywide-Option,HS,3124 W 47TH ST,Chicago,Illinois,60632,7735791220,http://www.pathwaysedu.org,2016,NO DATA AVAILABLE,FAR BELOW AVERAGE,NULL,NULL,NULL,NULL,MODERATELY ORGANIZED,VERY WEAK,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,8.1,93.4,NULL,31.2,NULL,NULL,NULL,NULL,41.808226,-87.702645
400173,2017-18,PATHWAYS - BRIGHTON PARK HS,Citywide-Option,HS, , , , ,7735791220,http://www.pathwaysedu.org,2017,NO DATA AVAILABLE,FAR BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,PARTIALLY ORGANIZED,VERY WEAK,STRONG,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,5.8,92.8,NULL,29.8,NULL,22.4,20,NULL, , 
400173,2018-19,PATHWAYS - BRIGHTON PARK HS,Citywide-Option,HS,3124 W 47TH ST,Chicago,Illinois,60632,7735791220,https://pathwaysineducation.org,2018,NO DATA AVAILABLE,FAR BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,PARTIALLY ORGANIZED,WEAK,STRONG,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NULL,93.3,NULL,36.3,NULL,11.8,20,NULL,41.808226,-87.702645
400175,2015-16,CAMELOT - EXCEL SOUTHSHORE HS,Citywide-Option,HS,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,7739027800, ,2015,NO DATA AVAILABLE,FAR BELOW AVERAGE,NULL,NULL,NULL,NULL,MODERATELY ORGANIZED,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,20.8,88.8,NULL,7.9,NULL,NULL,NULL,NULL,41.759749,-87.556487
400175,2016-17,CAMELOT - EXCEL SOUTHSHORE HS,Citywide-Option,HS,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,7739027800,http://cameloteducation.org/excel-academy-of-south-shore/,2016,NO DATA AVAILABLE,FAR BELOW AVERAGE,NULL,NULL,NULL,NULL,MODERATELY ORGANIZED,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,8.1,93.4,NULL,16.9,NULL,NULL,NULL,NULL,41.759749,-87.556487
400175,2017-18,CAMELOT - EXCEL SOUTHSHORE HS,Citywide-Option,HS, , , , ,7739027800,http://cameloteducation.org/our-schools/accelerated-schools/excel-academy-of-south-shore,2017,NO DATA AVAILABLE,FAR BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,ORGANIZED,WEAK,NEUTRAL,STRONG,STRONG,STRONG,WEAK,5.8,92.8,NULL,30.8,NULL,8.3,NULL,NULL, , 
400175,2018-19,CAMELOT - EXCEL SOUTHSHORE HS,Citywide-Option,HS,7530 S SOUTH SHORE DR,Chicago,Illinois,60649,7739027800,https://cameloteducation.org/excelsouthshore,2018,NO DATA AVAILABLE,FAR BELOW EXPECTATIONS,NULL,NULL,NULL,NULL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0,93.3,84.4,29.9,NULL,9.5,NULL,NULL,41.759749,-87.556487
